Terme 1,Terme 2,Score Similarité
vouloir,minute,0.436
vouloir,savoir,0.789
vouloir,exemple,0.376
vouloir,asseoir,0.474
vouloir,fauteuil,0.394
vouloir,mois,0.542
vouloir,suffire,0.389
vouloir,fût,0.588
vouloir,profond,0.382
vouloir,lieu,0.598
vouloir,milieu,0.508
vouloir,ignorer,0.403
vouloir,sentiment,0.451
vouloir,fond,0.503
vouloir,avoir,0.742
vouloir,sortir,0.595
vouloir,passer,0.706
vouloir,image,0.467
vouloir,face,0.472
vouloir,réussir,0.376
vouloir,tourner,0.502
vouloir,pays,0.353
vouloir,place,0.605
vouloir,mémoire,0.361
vouloir,présenter,0.462
vouloir,changer,0.424
vouloir,pièce,0.39
vouloir,rapprocher,0.353
vouloir,rappeler,0.571
vouloir,genre,0.362
vouloir,fenêtre,0.379
vouloir,côté,0.507
vouloir,deviner,0.404
vouloir,grand,0.706
vouloir,finir,0.551
vouloir,maman,0.555
vouloir,bonsoir,0.369
vouloir,mort,0.485
vouloir,reposer,0.368
vouloir,fidèle,0.458
vouloir,combray,0.51
vouloir,parent,0.611
vouloir,représenter,0.483
vouloir,revoir,0.477
vouloir,attitude,0.391
vouloir,mme,0.514
vouloir,dieu,0.406
vouloir,dîner,0.557
vouloir,soir,0.682
vouloir,rentrer,0.637
vouloir,promenade,0.528
vouloir,tansonville,0.369
vouloir,jouer,0.55
vouloir,être,0.66
vouloir,distinguer,0.399
vouloir,courir,0.445
vouloir,long,0.54
vouloir,bout,0.38
vouloir,rose,0.386
vouloir,air,0.672
vouloir,sorte,0.53
vouloir,figure,0.368
vouloir,aimer,0.731
vouloir,pied,0.379
vouloir,montrer,0.569
vouloir,réserver,0.395
vouloir,contraire,0.495
vouloir,indifférence,0.374
vouloir,vif,0.356
vouloir,efforcer,0.422
vouloir,cœur,0.609
vouloir,habitude,0.594
vouloir,taire,0.367
vouloir,semaine,0.355
vouloir,heureux,0.599
vouloir,fois,0.782
vouloir,mettre,0.685
vouloir,rue,0.449
vouloir,présence,0.486
vouloir,suite,0.551
vouloir,autrefoi,0.564
vouloir,paris,0.565
vouloir,personne,0.517
vouloir,raconter,0.47
vouloir,fin,0.475
vouloir,mère,0.656
vouloir,douloureux,0.374
vouloir,attendre,0.547
vouloir,tristesse,0.437
vouloir,descendre,0.4
vouloir,affreux,0.364
vouloir,avancer,0.365
vouloir,rêver,0.411
vouloir,nom,0.564
vouloir,écouter,0.386
vouloir,voix,0.475
vouloir,comprendre,0.635
vouloir,continuer,0.514
vouloir,arranger,0.386
vouloir,rencontrer,0.61
vouloir,rendre,0.531
vouloir,laisser,0.598
vouloir,paraître,0.537
vouloir,histoire,0.368
vouloir,ancien,0.432
vouloir,causer,0.55
vouloir,beauté,0.378
vouloir,attention,0.513
vouloir,influence,0.447
vouloir,penser,0.746
vouloir,triste,0.382
vouloir,besoin,0.584
vouloir,servir,0.402
vouloir,ignorant,0.393
vouloir,tomber,0.421
vouloir,cher,0.393
vouloir,jardin,0.398
vouloir,salon,0.417
vouloir,père,0.595
vouloir,envoyer,0.589
vouloir,dire,0.758
vouloir,force,0.391
vouloir,éviter,0.42
vouloir,bruit,0.386
vouloir,françoise,0.545
vouloir,précieux,0.357
vouloir,peur,0.527
vouloir,mouvement,0.532
vouloir,âme,0.443
vouloir,désir,0.564
vouloir,ramener,0.386
vouloir,table,0.455
vouloir,empêcher,0.599
vouloir,mari,0.465
vouloir,apporter,0.456
vouloir,famille,0.505
vouloir,entrer,0.608
vouloir,tendresse,0.464
vouloir,cas,0.52
vouloir,souffrance,0.496
vouloir,regard,0.494
vouloir,sourire,0.592
vouloir,visage,0.549
vouloir,avance,0.414
vouloir,essayer,0.43
vouloir,habituer,0.375
vouloir,considérer,0.452
vouloir,rire,0.489
vouloir,agir,0.369
vouloir,monter,0.472
vouloir,maison,0.6
vouloir,doute,0.618
vouloir,permettre,0.624
vouloir,cours,0.357
vouloir,ciel,0.362
vouloir,amener,0.37
vouloir,embrasser,0.484
vouloir,annoncer,0.377
vouloir,souhaiter,0.474
vouloir,tâcher,0.566
vouloir,perdre,0.463
vouloir,calme,0.384
vouloir,tendre,0.392
vouloir,réel,0.361
vouloir,somme,0.431
vouloir,swann,0.777
vouloir,voisin,0.401
vouloir,mauvais,0.404
vouloir,mariage,0.443
vouloir,recevoir,0.601
vouloir,visite,0.637
vouloir,naturel,0.413
vouloir,prétexte,0.396
vouloir,profiter,0.408
vouloir,fils,0.353
vouloir,reconnaître,0.507
vouloir,garder,0.47
vouloir,attacher,0.381
vouloir,importance,0.408
vouloir,aimable,0.431
vouloir,jeune,0.455
vouloir,ami,0.618
vouloir,an,0.507
vouloir,propriété,0.385
vouloir,posséder,0.474
vouloir,coup,0.568
vouloir,vieux,0.437
vouloir,ensemble,0.355
vouloir,joli,0.363
vouloir,arbre,0.351
vouloir,mourir,0.363
vouloir,revenir,0.572
vouloir,pareil,0.374
vouloir,joie,0.541
vouloir,geste,0.41
vouloir,question,0.357
vouloir,phrase,0.437
vouloir,prononcer,0.407
vouloir,propos,0.538
vouloir,soupçonner,0.403
vouloir,vivre,0.556
vouloir,préférer,0.466
vouloir,tenir,0.557
vouloir,idée,0.595
vouloir,composer,0.382
vouloir,placer,0.357
vouloir,hasard,0.364
vouloir,situation,0.364
vouloir,relation,0.472
vouloir,saluer,0.39
vouloir,simple,0.438
vouloir,quartier,0.386
vouloir,demande,0.486
vouloir,intérêt,0.407
vouloir,supposer,0.466
vouloir,conversation,0.39
vouloir,sérieux,0.358
vouloir,sœur,0.399
vouloir,avis,0.358
vouloir,revanche,0.356
vouloir,renseignement,0.396
vouloir,amuser,0.446
vouloir,choisir,0.415
vouloir,cocher,0.438
vouloir,ridicule,0.434
vouloir,vrai,0.49
vouloir,monsieur,0.529
vouloir,remarquer,0.528
vouloir,juger,0.48
vouloir,manquer,0.476
vouloir,sûr,0.406
vouloir,bel,0.454
vouloir,tante,0.554
vouloir,dame,0.491
vouloir,excuser,0.403
vouloir,princesse,0.496
vouloir,répondre,0.674
vouloir,œuvre,0.484
vouloir,inviter,0.54
vouloir,pût,0.37
vouloir,lettre,0.5
vouloir,enfant,0.473
vouloir,époque,0.4
vouloir,incertain,0.384
vouloir,insignifiant,0.495
vouloir,connaissance,0.467
vouloir,appeler,0.52
vouloir,part,0.461
vouloir,impression,0.466
vouloir,charmant,0.42
vouloir,portrait,0.399
vouloir,réponse,0.441
vouloir,apprendre,0.619
vouloir,opinion,0.37
vouloir,déjeuner,0.497
vouloir,oncle,0.532
vouloir,état,0.365
vouloir,priver,0.381
vouloir,sens,0.425
vouloir,renoncer,0.488
vouloir,épouser,0.359
vouloir,bonté,0.395
vouloir,projet,0.372
vouloir,intéresser,0.371
vouloir,frapper,0.455
vouloir,veille,0.439
vouloir,mot,0.655
vouloir,goût,0.518
vouloir,mal,0.625
vouloir,envier,0.494
vouloir,adresser,0.415
vouloir,obtenir,0.389
vouloir,nécessaire,0.446
vouloir,opposer,0.407
vouloir,emmener,0.393
vouloir,décider,0.479
vouloir,approcher,0.435
vouloir,toucher,0.395
vouloir,éprouver,0.535
vouloir,instituteur,0.354
vouloir,intéressant,0.41
vouloir,vinteuil,0.422
vouloir,expliquer,0.377
vouloir,écrier,0.387
vouloir,jeter,0.355
vouloir,inspirer,0.383
vouloir,moquer,0.355
vouloir,ajouter,0.492
vouloir,écrire,0.534
vouloir,agréable,0.465
vouloir,répondit,0.376
vouloir,regretter,0.415
vouloir,mlle,0.388
vouloir,intelligence,0.415
vouloir,manière,0.535
vouloir,oser,0.513
vouloir,oui,0.373
vouloir,contrarier,0.384
vouloir,promettre,0.511
vouloir,peintre,0.47
vouloir,voyon,0.365
vouloir,expression,0.409
vouloir,particulière,0.366
vouloir,chagrin,0.45
vouloir,ressentir,0.394
vouloir,eau,0.426
vouloir,répéter,0.434
vouloir,refuser,0.409
vouloir,douter,0.37
vouloir,théâtre,0.464
vouloir,scène,0.385
vouloir,déranger,0.473
vouloir,mentir,0.38
vouloir,écrir,0.374
vouloir,signe,0.534
vouloir,vérité,0.453
vouloir,cacher,0.551
vouloir,amour,0.626
vouloir,lendemain,0.489
vouloir,amitié,0.397
vouloir,camarade,0.355
vouloir,occasion,0.425
vouloir,amie,0.594
vouloir,fête,0.419
vouloir,important,0.399
vouloir,maîtresse,0.441
vouloir,rare,0.432
vouloir,risque,0.371
vouloir,douleur,0.403
vouloir,ville,0.444
vouloir,avertir,0.426
vouloir,reprendre,0.376
vouloir,charlus,0.358
vouloir,admirer,0.412
vouloir,apprécier,0.359
vouloir,prix,0.408
vouloir,colère,0.437
vouloir,parole,0.519
vouloir,toilette,0.427
vouloir,espérer,0.491
vouloir,droit,0.358
vouloir,explication,0.387
vouloir,exister,0.417
vouloir,prêt,0.398
vouloir,contenir,0.357
vouloir,obligé,0.365
vouloir,action,0.384
vouloir,affection,0.413
vouloir,atteindre,0.379
vouloir,avouer,0.415
vouloir,maladie,0.399
vouloir,soirée,0.531
vouloir,risquer,0.387
vouloir,cadeau,0.36
vouloir,fatiguer,0.409
vouloir,emplette,0.373
vouloir,valeur,0.469
vouloir,artiste,0.38
vouloir,charmer,0.402
vouloir,mystérieux,0.384
vouloir,renouveler,0.377
vouloir,dépendre,0.401
vouloir,songer,0.414
vouloir,journée,0.477
vouloir,morceau,0.366
vouloir,preuve,0.435
vouloir,découvrir,0.39
vouloir,course,0.509
vouloir,lieue,0.368
vouloir,révéler,0.36
vouloir,bois,0.398
vouloir,quotidien,0.355
vouloir,gentil,0.419
vouloir,compter,0.461
vouloir,absenter,0.375
vouloir,employer,0.378
vouloir,goupil,0.364
vouloir,docteur,0.45
vouloir,prévenir,0.419
vouloir,sourir,0.35
vouloir,guermantes,0.422
vouloir,amoureux,0.403
vouloir,clocher,0.383
vouloir,endroit,0.391
vouloir,absence,0.389
vouloir,plaire,0.551
vouloir,demandai,0.364
vouloir,legrandin,0.466
vouloir,jolie,0.396
vouloir,qualité,0.368
vouloir,exiger,0.408
vouloir,voiture,0.538
vouloir,crainte,0.387
vouloir,mensonge,0.403
vouloir,musique,0.404
vouloir,sortie,0.417
vouloir,bergotte,0.399
vouloir,forcer,0.482
vouloir,veux,0.378
vouloir,capable,0.402
vouloir,plaisanterie,0.374
vouloir,fit,0.376
vouloir,exception,0.363
vouloir,argent,0.451
vouloir,nouveauté,0.379
vouloir,soupçon,0.382
vouloir,calcul,0.357
vouloir,reporter,0.361
vouloir,appartenir,0.35
vouloir,gilberte,0.587
vouloir,charlu,0.376
vouloir,amant,0.408
vouloir,verdurin,0.499
vouloir,pianiste,0.367
vouloir,cottard,0.399
vouloir,odette,0.725
vouloir,guéri,0.352
vouloir,restaurant,0.393
vouloir,odett,0.511
vouloir,proposition,0.352
vouloir,forcheville,0.65
vouloir,laume,0.381
vouloir,affectionner,0.394
vouloir,jalousie,0.423
vouloir,remerciait,0.377
vouloir,séjourner,0.354
lumière,bon,0.365
lumière,pensée,0.371
lumière,chercher,0.399
lumière,croire,0.387
lumière,cesser,0.354
lumière,faire,0.469
lumière,venir,0.469
lumière,prendre,0.438
lumière,sembler,0.373
lumière,commencer,0.352
lumière,trouver,0.4
lumière,chose,0.453
lumière,demander,0.382
lumière,entendre,0.416
lumière,petit,0.41
lumière,beau,0.372
lumière,regarder,0.364
lumière,instant,0.379
lumière,partir,0.36
lumière,devoir,0.393
lumière,porte,0.372
lumière,jour,0.441
lumière,moment,0.467
lumière,pouvoir,0.473
lumière,falloir,0.404
lumière,rester,0.447
lumière,chambre,0.432
lumière,vie,0.376
lumière,retrouver,0.37
lumière,monde,0.384
lumière,femme,0.352
lumière,plaisir,0.378
lumière,sentir,0.373
lumière,arriver,0.403
lumière,connaître,0.396
lumière,aller,0.458
lumière,donner,0.445
lumière,voir,0.46
lumière,année,0.356
lumière,lit,0.367
lumière,savoir,0.459
lumière,avoir,0.446
lumière,passer,0.389
lumière,tourner,0.382
lumière,place,0.366
lumière,fenêtre,0.392
lumière,grand,0.431
lumière,soir,0.442
lumière,rentrer,0.384
lumière,être,0.408
lumière,air,0.38
lumière,aimer,0.353
lumière,fois,0.436
lumière,mettre,0.455
lumière,rue,0.391
lumière,mère,0.421
lumière,attendre,0.352
lumière,laisser,0.388
lumière,penser,0.413
lumière,dire,0.395
lumière,empêcher,0.353
lumière,entrer,0.38
lumière,visage,0.353
lumière,monter,0.356
lumière,maison,0.378
lumière,swann,0.415
lumière,coup,0.38
lumière,odette,0.376
faire,bon,0.641
faire,peine,0.565
faire,fermer,0.373
faire,pensée,0.639
faire,chercher,0.733
faire,éveiller,0.407
faire,croire,0.755
faire,main,0.493
faire,cesser,0.616
faire,venir,0.794
faire,lire,0.55
faire,prendre,0.745
faire,particulier,0.538
faire,sembler,0.662
faire,parler,0.634
faire,église,0.387
faire,raison,0.565
faire,compte,0.358
faire,commencer,0.637
faire,devenir,0.564
faire,existence,0.422
faire,livre,0.399
faire,détacher,0.375
faire,libre,0.398
faire,vue,0.485
faire,étonner,0.443
faire,trouver,0.8
faire,doux,0.374
faire,esprit,0.625
faire,apparaître,0.438
faire,chose,0.753
faire,cause,0.619
faire,obscur,0.39
faire,demander,0.775
faire,entendre,0.704
faire,train,0.548
faire,éloigner,0.424
faire,relever,0.373
faire,distance,0.383
faire,campagne,0.427
faire,prochain,0.417
faire,petit,0.693
faire,chemin,0.424
faire,souvenir,0.626
faire,nouveau,0.595
faire,acte,0.384
faire,adieu,0.401
faire,étranger,0.408
faire,nuit,0.474
faire,douceur,0.446
faire,joue,0.352
faire,beau,0.629
faire,regarder,0.589
faire,instant,0.6
faire,malade,0.493
faire,obliger,0.502
faire,partir,0.671
faire,voyage,0.379
faire,devoir,0.758
faire,hôtel,0.443
faire,inconnu,0.463
faire,apercevoir,0.586
faire,porte,0.519
faire,jour,0.813
faire,bonheur,0.447
faire,matin,0.524
faire,moment,0.788
faire,domestique,0.365
faire,lever,0.439
faire,pouvoir,0.763
faire,sonner,0.369
faire,porter,0.569
faire,donne,0.397
faire,souffrir,0.504
faire,dernier,0.588
faire,falloir,0.637
faire,rester,0.707
faire,court,0.371
faire,goûter,0.42
faire,grâce,0.379
faire,conscience,0.373
faire,chambre,0.532
faire,partie,0.562
faire,retourner,0.478
faire,rejoindre,0.53
faire,effort,0.393
faire,âge,0.367
faire,vie,0.705
faire,retrouver,0.629
faire,tirer,0.528
faire,oublier,0.497
faire,échapper,0.379
faire,tête,0.562
faire,monde,0.704
faire,rêve,0.378
faire,naître,0.367
faire,femme,0.727
faire,faux,0.44
faire,plaisir,0.686
faire,point,0.5
faire,imaginer,0.522
faire,offrir,0.414
faire,corps,0.419
faire,sentir,0.695
faire,propre,0.475
faire,quitter,0.642
faire,baiser,0.407
faire,arriver,0.727
faire,trait,0.352
faire,connaître,0.752
faire,aller,0.823
faire,donner,0.721
faire,entier,0.357
faire,but,0.363
faire,voir,0.838
faire,désirer,0.564
faire,réalité,0.456
faire,charme,0.418
faire,fille,0.587
faire,homme,0.587
faire,année,0.63
faire,lit,0.387
faire,second,0.361
faire,occuper,0.519
faire,bras,0.416
faire,arrêter,0.553
faire,minute,0.467
faire,savoir,0.817
faire,exemple,0.399
faire,asseoir,0.498
faire,fauteuil,0.354
faire,mois,0.538
faire,suffire,0.426
faire,fût,0.6
faire,profond,0.403
faire,lieu,0.636
faire,milieu,0.55
faire,ignorer,0.394
faire,sentiment,0.484
faire,fond,0.51
faire,avoir,0.777
faire,sortir,0.594
faire,passer,0.75
faire,image,0.505
faire,face,0.492
faire,réussir,0.374
faire,tourner,0.493
faire,pays,0.376
faire,forme,0.371
faire,place,0.587
faire,mémoire,0.426
faire,présenter,0.508
faire,invisible,0.363
faire,changer,0.458
faire,pièce,0.439
faire,rapprocher,0.38
faire,rappeler,0.636
faire,genre,0.391
faire,fenêtre,0.379
faire,côté,0.529
faire,deviner,0.439
faire,grand,0.743
faire,finir,0.614
faire,maman,0.552
faire,bonsoir,0.392
faire,mort,0.486
faire,reposer,0.397
faire,fidèle,0.462
faire,combray,0.578
faire,parent,0.67
faire,figurer,0.386
faire,représenter,0.504
faire,revoir,0.49
faire,attitude,0.391
faire,mme,0.577
faire,dieu,0.419
faire,dîner,0.64
faire,prolonger,0.385
faire,soir,0.734
faire,rentrer,0.668
faire,promenade,0.49
faire,mener,0.374
faire,tansonville,0.371
faire,jouer,0.566
faire,être,0.691
faire,distinguer,0.438
faire,courir,0.424
faire,habiter,0.397
faire,long,0.54
faire,coin,0.353
faire,bout,0.412
faire,rose,0.386
faire,air,0.694
faire,sorte,0.549
faire,figure,0.41
faire,aimer,0.736
faire,pied,0.419
faire,plein,0.355
faire,malheureux,0.377
faire,montrer,0.572
faire,réserver,0.4
faire,contraire,0.548
faire,odeur,0.353
faire,indifférence,0.372
faire,vif,0.353
faire,efforcer,0.376
faire,cœur,0.628
faire,habitude,0.638
faire,couleur,0.352
faire,taire,0.35
faire,semaine,0.402
faire,heureux,0.624
faire,fois,0.811
faire,mettre,0.695
faire,rue,0.5
faire,présence,0.541
faire,suite,0.592
faire,autrefoi,0.577
faire,paris,0.58
faire,personne,0.539
faire,raconter,0.498
faire,fin,0.504
faire,mère,0.668
faire,douloureux,0.402
faire,attendre,0.594
faire,premier,0.375
faire,tristesse,0.457
faire,descendre,0.449
faire,avancer,0.406
faire,pauvre,0.412
faire,rêver,0.407
faire,nom,0.593
faire,écouter,0.435
faire,voix,0.491
faire,comprendre,0.643
faire,continuer,0.567
faire,arranger,0.36
faire,objet,0.399
faire,rencontrer,0.672
faire,rendre,0.564
faire,laisser,0.633
faire,paraître,0.588
faire,histoire,0.382
faire,ancien,0.461
faire,causer,0.568
faire,beauté,0.419
faire,attention,0.465
faire,influence,0.419
faire,penser,0.769
faire,triste,0.465
faire,besoin,0.596
faire,servir,0.441
faire,manger,0.385
faire,ignorant,0.372
faire,tomber,0.426
faire,cher,0.444
faire,jardin,0.415
faire,salon,0.459
faire,père,0.634
faire,envoyer,0.619
faire,dire,0.77
faire,force,0.45
faire,éviter,0.377
faire,bruit,0.363
faire,françoise,0.568
faire,précieux,0.378
faire,peur,0.491
faire,allée,0.36
faire,nature,0.38
faire,mouvement,0.485
faire,âme,0.447
faire,désir,0.604
faire,ramener,0.444
faire,table,0.524
faire,empêcher,0.625
faire,mari,0.51
faire,apporter,0.504
faire,famille,0.534
faire,entrer,0.613
faire,tendresse,0.489
faire,cas,0.54
faire,souffrance,0.518
faire,regard,0.516
faire,sourire,0.587
faire,visage,0.579
faire,avance,0.416
faire,essayer,0.413
faire,habituer,0.358
faire,considérer,0.439
faire,rire,0.509
faire,persuader,0.388
faire,monter,0.517
faire,maison,0.641
faire,fleur,0.367
faire,doute,0.652
faire,permettre,0.654
faire,cours,0.377
faire,ciel,0.393
faire,amener,0.417
faire,embrasser,0.504
faire,robe,0.373
faire,annoncer,0.468
faire,souhaiter,0.496
faire,tâcher,0.544
faire,perdre,0.503
faire,calme,0.416
faire,tendre,0.41
faire,lèvre,0.359
faire,réel,0.407
faire,somme,0.442
faire,swann,0.809
faire,voisin,0.402
faire,mauvais,0.439
faire,mariage,0.431
faire,recevoir,0.678
faire,visite,0.578
faire,naturel,0.443
faire,prétexte,0.462
faire,profiter,0.43
faire,fils,0.414
faire,reconnaître,0.546
faire,garder,0.5
faire,attacher,0.411
faire,importance,0.382
faire,aimable,0.44
faire,jeune,0.487
faire,lier,0.376
faire,meilleur,0.362
faire,ami,0.679
faire,an,0.513
faire,propriété,0.397
faire,posséder,0.46
faire,coup,0.593
faire,vieux,0.465
faire,promener,0.385
faire,ensemble,0.351
faire,joli,0.379
faire,arbre,0.362
faire,mourir,0.429
faire,revenir,0.638
faire,pareil,0.427
faire,joie,0.564
faire,contenter,0.395
faire,geste,0.381
faire,question,0.378
faire,phrase,0.475
faire,prononcer,0.449
faire,propos,0.539
faire,soupçonner,0.434
faire,vivre,0.574
faire,préférer,0.49
faire,mondain,0.364
faire,tenir,0.601
faire,caractère,0.372
faire,idée,0.602
faire,composer,0.423
faire,placer,0.362
faire,hasard,0.43
faire,pénétrer,0.362
faire,situation,0.36
faire,relation,0.5
faire,saluer,0.423
faire,social,0.351
faire,simple,0.472
faire,quartier,0.374
faire,demande,0.441
faire,intérêt,0.457
faire,supposer,0.515
faire,conversation,0.43
faire,sœur,0.449
faire,exprimer,0.383
faire,revanche,0.426
faire,renseignement,0.409
faire,amuser,0.471
faire,choisir,0.386
faire,cocher,0.458
faire,ridicule,0.459
faire,vrai,0.539
faire,monsieur,0.576
faire,remarquer,0.545
faire,opéra,0.364
faire,juger,0.458
faire,manquer,0.504
faire,sûr,0.465
faire,œil,0.354
faire,bel,0.461
faire,tante,0.57
faire,dame,0.499
faire,excuser,0.398
faire,départ,0.361
faire,princesse,0.527
faire,répondre,0.692
faire,invitation,0.403
faire,rapporter,0.387
faire,œuvre,0.47
faire,inviter,0.566
faire,pût,0.373
faire,lettre,0.538
faire,enfant,0.486
faire,époque,0.473
faire,insignifiant,0.415
faire,connaissance,0.392
faire,appeler,0.6
faire,part,0.477
faire,vague,0.364
faire,impression,0.457
faire,charmant,0.451
faire,ressembler,0.353
faire,portrait,0.396
faire,service,0.362
faire,déclarer,0.41
faire,réponse,0.452
faire,apprendre,0.669
faire,opinion,0.367
faire,déjeuner,0.534
faire,dimanche,0.412
faire,oncle,0.55
faire,état,0.408
faire,fait,0.363
faire,priver,0.465
faire,sens,0.472
faire,renoncer,0.48
faire,épouser,0.355
faire,bonté,0.363
faire,projet,0.374
