Terme 1,Terme 2,Score Similarité
année,ajouter,0.381
année,écrire,0.386
année,oser,0.358
année,promettre,0.405
année,peintre,0.392
année,théâtre,0.382
année,déranger,0.352
année,signe,0.38
année,cacher,0.365
année,amour,0.454
année,lendemain,0.407
année,amie,0.417
année,maîtresse,0.399
année,rare,0.353
année,ville,0.388
année,parole,0.39
année,soirée,0.436
année,fatiguer,0.358
année,journée,0.365
année,compter,0.373
année,docteur,0.394
année,guermantes,0.351
année,plaire,0.398
année,legrandin,0.389
année,verdurin,0.385
année,odette,0.58
année,odett,0.364
année,forcheville,0.456
occuper,mois,0.361
occuper,fût,0.379
occuper,lieu,0.38
occuper,tourner,0.359
occuper,rappeler,0.359
occuper,finir,0.419
occuper,parent,0.39
occuper,représenter,0.364
occuper,air,0.404
occuper,aimer,0.471
occuper,habitude,0.427
occuper,heureux,0.402
occuper,suite,0.361
occuper,autrefoi,0.38
occuper,comprendre,0.37
occuper,continuer,0.382
occuper,rencontrer,0.377
occuper,causer,0.353
occuper,penser,0.479
occuper,besoin,0.421
occuper,envoyer,0.414
occuper,peur,0.393
occuper,désir,0.36
occuper,empêcher,0.442
occuper,doute,0.438
occuper,permettre,0.413
occuper,tâcher,0.402
occuper,recevoir,0.39
occuper,visite,0.443
occuper,ami,0.369
occuper,an,0.369
occuper,revenir,0.364
occuper,joie,0.405
occuper,vivre,0.358
occuper,idée,0.359
occuper,manquer,0.353
occuper,répondre,0.388
occuper,inviter,0.358
occuper,déjeuner,0.392
occuper,oncle,0.357
occuper,mot,0.412
occuper,mal,0.368
occuper,écrire,0.36
occuper,agréable,0.421
occuper,promettre,0.357
occuper,lendemain,0.383
occuper,occasion,0.358
occuper,amie,0.387
occuper,soirée,0.379
occuper,fatiguer,0.365
occuper,odette,0.442
occuper,odett,0.371
occuper,forcheville,0.395
minute,rappeler,0.385
minute,air,0.354
minute,aimer,0.367
minute,cœur,0.356
minute,habitude,0.369
minute,penser,0.38
minute,visite,0.363
minute,répondre,0.353
minute,mot,0.37
minute,odette,0.409
asseoir,fauteuil,0.367
asseoir,fût,0.38
asseoir,face,0.4
asseoir,rappeler,0.412
asseoir,côté,0.362
asseoir,parent,0.379
asseoir,mme,0.4
asseoir,promenade,0.386
asseoir,long,0.397
asseoir,air,0.403
asseoir,aimer,0.361
asseoir,montrer,0.388
asseoir,cœur,0.367
asseoir,habitude,0.363
asseoir,personne,0.373
asseoir,rencontrer,0.365
asseoir,paraître,0.363
asseoir,attention,0.38
asseoir,penser,0.438
asseoir,salon,0.39
asseoir,père,0.378
asseoir,envoyer,0.366
asseoir,table,0.376
asseoir,empêcher,0.38
asseoir,mari,0.393
asseoir,permettre,0.39
asseoir,recevoir,0.351
asseoir,visite,0.406
asseoir,ami,0.355
asseoir,tenir,0.375
asseoir,idée,0.369
asseoir,dame,0.376
asseoir,répondre,0.367
asseoir,inviter,0.413
asseoir,mot,0.394
asseoir,mal,0.423
asseoir,écrire,0.357
asseoir,cacher,0.373
asseoir,lendemain,0.351
asseoir,soirée,0.39
asseoir,course,0.359
asseoir,goupil,0.352
asseoir,verdurin,0.4
asseoir,odette,0.455
asseoir,forcheville,0.388
mois,fût,0.381
mois,lieu,0.415
mois,rappeler,0.388
mois,finir,0.415
mois,parent,0.395
mois,promenade,0.353
mois,long,0.392
mois,air,0.383
mois,sorte,0.366
mois,aimer,0.468
mois,cœur,0.397
mois,habitude,0.384
mois,heureux,0.446
mois,présence,0.365
mois,autrefoi,0.385
mois,personne,0.377
mois,nom,0.383
mois,comprendre,0.409
mois,rencontrer,0.426
mois,rendre,0.365
mois,causer,0.367
mois,attention,0.385
mois,penser,0.466
mois,besoin,0.357
mois,envoyer,0.471
mois,mouvement,0.365
mois,désir,0.369
mois,empêcher,0.402
mois,cas,0.364
mois,visage,0.371
mois,avance,0.394
mois,doute,0.396
mois,permettre,0.453
mois,tâcher,0.377
mois,recevoir,0.392
mois,visite,0.462
mois,ami,0.406
mois,an,0.409
mois,revenir,0.358
mois,joie,0.411
mois,vivre,0.398
mois,idée,0.414
mois,répondre,0.397
mois,inviter,0.391
mois,lettre,0.374
mois,déjeuner,0.365
mois,oncle,0.372
mois,mot,0.392
mois,mal,0.388
mois,décider,0.389
mois,écrire,0.366
mois,promettre,0.394
mois,théâtre,0.368
mois,signe,0.4
mois,amour,0.411
mois,lendemain,0.411
mois,amie,0.369
mois,fête,0.356
mois,ville,0.352
mois,soirée,0.401
mois,course,0.403
mois,mai,0.357
mois,marie,0.419
mois,amant,0.371
mois,odette,0.473
mois,odett,0.376
mois,forcheville,0.452
mois,affectionner,0.373
mois,abuser,0.351
fût,souffrir,0.367
fût,goûter,0.351
fût,propre,0.352
fût,lieu,0.479
fût,milieu,0.426
fût,fond,0.364
fût,tourner,0.356
fût,présenter,0.364
fût,rappeler,0.441
fût,finir,0.449
fût,fidèle,0.38
fût,parent,0.438
fût,mme,0.424
fût,jouer,0.402
fût,long,0.394
fût,air,0.5
fût,sorte,0.375
fût,aimer,0.519
fût,montrer,0.434
fût,contraire,0.408
fût,cœur,0.445
fût,habitude,0.447
fût,heureux,0.496
fût,suite,0.399
fût,autrefoi,0.406
fût,personne,0.426
fût,raconter,0.386
fût,fin,0.38
fût,nom,0.407
fût,comprendre,0.478
fût,continuer,0.44
fût,rencontrer,0.473
fût,rendre,0.417
fût,paraître,0.425
fût,causer,0.388
fût,influence,0.362
fût,penser,0.522
fût,besoin,0.464
fût,père,0.412
fût,envoyer,0.406
fût,peur,0.373
fût,mouvement,0.403
fût,désir,0.464
fût,table,0.363
fût,empêcher,0.495
fût,mari,0.38
fût,apporter,0.352
fût,famille,0.401
fût,souffrance,0.364
fût,regard,0.355
fût,sourire,0.394
fût,visage,0.43
fût,avance,0.372
fût,rire,0.418
fût,doute,0.458
fût,permettre,0.46
fût,annoncer,0.351
fût,souhaiter,0.38
fût,tâcher,0.389
fût,perdre,0.374
fût,recevoir,0.418
fût,visite,0.438
fût,naturel,0.354
fût,reconnaître,0.394
fût,garder,0.379
fût,importance,0.354
fût,ami,0.438
fût,posséder,0.36
fût,revenir,0.41
fût,joie,0.392
fût,propos,0.382
fût,vivre,0.428
fût,tenir,0.428
fût,idée,0.434
fût,simple,0.391
fût,supposer,0.355
fût,vrai,0.402
fût,monsieur,0.364
fût,remarquer,0.402
fût,manquer,0.424
fût,princesse,0.369
fût,répondre,0.477
fût,inviter,0.457
fût,appeler,0.375
fût,oncle,0.38
fût,mot,0.495
fût,goût,0.397
fût,mal,0.438
fût,envier,0.392
fût,approcher,0.352
fût,éprouver,0.387
fût,écrier,0.357
fût,ajouter,0.383
fût,écrire,0.391
fût,agréable,0.36
fût,répondit,0.357
fût,manière,0.354
fût,oser,0.357
fût,promettre,0.382
fût,peintre,0.371
fût,déranger,0.381
fût,vérité,0.358
fût,cacher,0.427
fût,amour,0.506
fût,lendemain,0.354
fût,amie,0.395
fût,avouer,0.356
fût,soirée,0.43
fût,course,0.365
fût,compter,0.377
fût,goupil,0.35
fût,plaire,0.388
fût,sortie,0.35
fût,argent,0.361
fût,verdurin,0.412
fût,cottard,0.357
fût,odette,0.542
fût,odett,0.388
fût,forcheville,0.481
lieu,étonner,0.353
lieu,inconnu,0.363
lieu,bonheur,0.37
lieu,souffrir,0.37
lieu,goûter,0.354
lieu,imaginer,0.444
lieu,profond,0.377
lieu,milieu,0.438
lieu,sentiment,0.385
lieu,fond,0.385
lieu,image,0.356
lieu,face,0.372
lieu,changer,0.404
lieu,rappeler,0.437
lieu,côté,0.406
lieu,finir,0.499
lieu,mort,0.382
lieu,fidèle,0.359
lieu,parent,0.529
lieu,représenter,0.368
lieu,revoir,0.367
lieu,mme,0.369
lieu,promenade,0.406
lieu,jouer,0.421
lieu,long,0.372
lieu,air,0.535
lieu,sorte,0.445
lieu,aimer,0.533
lieu,montrer,0.435
lieu,contraire,0.436
lieu,cœur,0.433
lieu,habitude,0.493
lieu,heureux,0.5
lieu,présence,0.371
lieu,suite,0.408
lieu,autrefoi,0.453
lieu,personne,0.426
lieu,raconter,0.37
lieu,fin,0.369
lieu,nom,0.419
lieu,comprendre,0.474
lieu,continuer,0.354
lieu,rencontrer,0.503
lieu,rendre,0.408
lieu,paraître,0.451
lieu,causer,0.431
lieu,penser,0.575
lieu,triste,0.371
lieu,besoin,0.449
lieu,père,0.478
lieu,envoyer,0.468
lieu,peur,0.359
lieu,désir,0.481
lieu,table,0.37
lieu,empêcher,0.458
lieu,apporter,0.401
lieu,famille,0.382
lieu,cas,0.407
lieu,souffrance,0.358
lieu,sourire,0.407
lieu,visage,0.43
lieu,doute,0.473
lieu,permettre,0.519
lieu,tâcher,0.428
lieu,somme,0.357
lieu,recevoir,0.516
lieu,visite,0.451
lieu,prétexte,0.373
lieu,reconnaître,0.394
lieu,garder,0.399
lieu,aimable,0.369
lieu,ami,0.483
lieu,an,0.374
lieu,vieux,0.373
lieu,revenir,0.436
lieu,joie,0.39
lieu,phrase,0.354
lieu,propos,0.39
lieu,vivre,0.456
lieu,préférer,0.367
lieu,tenir,0.433
lieu,idée,0.473
lieu,simple,0.399
lieu,intérêt,0.366
lieu,revanche,0.352
lieu,ridicule,0.432
lieu,vrai,0.375
lieu,monsieur,0.385
lieu,manquer,0.375
lieu,bel,0.4
lieu,dame,0.356
lieu,princesse,0.372
lieu,répondre,0.483
lieu,inviter,0.395
lieu,lettre,0.384
lieu,époque,0.407
lieu,appeler,0.414
lieu,part,0.358
lieu,impression,0.358
lieu,déjeuner,0.415
lieu,oncle,0.419
lieu,priver,0.353
lieu,renoncer,0.36
lieu,mot,0.476
lieu,goût,0.459
lieu,mal,0.413
lieu,envier,0.397
lieu,adresser,0.387
lieu,décider,0.379
lieu,approcher,0.376
lieu,éprouver,0.431
lieu,ajouter,0.366
lieu,écrire,0.383
lieu,agréable,0.421
lieu,manière,0.379
lieu,oser,0.377
lieu,promettre,0.381
lieu,peintre,0.366
lieu,refuser,0.357
lieu,théâtre,0.371
lieu,déranger,0.4
lieu,signe,0.371
lieu,cacher,0.419
lieu,amour,0.506
lieu,lendemain,0.37
lieu,amie,0.434
lieu,ville,0.359
lieu,parole,0.392
lieu,espérer,0.362
lieu,avouer,0.365
lieu,soirée,0.425
lieu,valeur,0.351
lieu,course,0.356
lieu,compter,0.375
lieu,plaire,0.361
lieu,musique,0.368
lieu,forcer,0.351
lieu,argent,0.379
lieu,verdurin,0.36
lieu,odette,0.598
lieu,forcheville,0.459
lieu,jalousie,0.359
milieu,étonner,0.367
milieu,imaginer,0.359
milieu,propre,0.367
milieu,fond,0.37
milieu,image,0.358
milieu,face,0.389
milieu,présenter,0.369
milieu,rappeler,0.409
milieu,côté,0.378
milieu,finir,0.406
milieu,parent,0.445
milieu,mme,0.414
milieu,jouer,0.39
milieu,long,0.353
milieu,air,0.479
milieu,sorte,0.43
milieu,aimer,0.487
milieu,montrer,0.413
milieu,contraire,0.353
milieu,cœur,0.412
milieu,habitude,0.425
milieu,heureux,0.406
milieu,présence,0.36
milieu,suite,0.375
milieu,autrefoi,0.413
milieu,personne,0.403
milieu,nom,0.463
milieu,comprendre,0.421
milieu,continuer,0.393
milieu,rencontrer,0.42
milieu,rendre,0.354
milieu,paraître,0.409
milieu,ancien,0.367
milieu,causer,0.404
milieu,penser,0.486
milieu,besoin,0.396
milieu,père,0.467
milieu,envoyer,0.369
milieu,désir,0.395
milieu,empêcher,0.427
milieu,famille,0.416
milieu,cas,0.352
milieu,souffrance,0.357
milieu,sourire,0.385
milieu,visage,0.392
milieu,doute,0.405
milieu,permettre,0.443
milieu,tâcher,0.361
milieu,recevoir,0.467
milieu,naturel,0.356
milieu,reconnaître,0.38
milieu,jeune,0.398
milieu,ami,0.458
milieu,posséder,0.351
milieu,revenir,0.397
milieu,pareil,0.351
milieu,joie,0.38
milieu,propos,0.376
milieu,vivre,0.442
milieu,tenir,0.395
milieu,idée,0.374
milieu,relation,0.39
milieu,simple,0.381
milieu,remarquer,0.38
milieu,bel,0.354
milieu,princesse,0.353
milieu,répondre,0.409
milieu,inviter,0.391
milieu,enfant,0.354
milieu,appeler,0.408
milieu,oncle,0.367
milieu,mot,0.442
milieu,goût,0.381
milieu,mal,0.381
milieu,éprouver,0.397
milieu,ajouter,0.362
milieu,écrire,0.399
milieu,manière,0.362
milieu,oser,0.358
milieu,signe,0.357
milieu,cacher,0.356
milieu,amour,0.419
milieu,ville,0.376
milieu,soirée,0.385
milieu,odette,0.532
milieu,forcheville,0.411
fond,apparaître,0.371
fond,souffrir,0.353
fond,imaginer,0.378
fond,face,0.35
fond,rappeler,0.386
fond,air,0.435
fond,sorte,0.373
fond,aimer,0.484
fond,montrer,0.357
fond,contraire,0.361
fond,cœur,0.399
fond,habitude,0.42
fond,heureux,0.367
fond,autrefoi,0.372
fond,nom,0.352
fond,comprendre,0.408
fond,rencontrer,0.391
fond,paraître,0.425
fond,penser,0.487
fond,père,0.374
fond,empêcher,0.353
fond,regard,0.367
fond,sourire,0.378
fond,visage,0.392
fond,doute,0.382
fond,perdre,0.403
fond,recevoir,0.389
fond,garder,0.353
fond,ami,0.371
fond,posséder,0.381
fond,joie,0.363
fond,vivre,0.361
fond,tenir,0.409
fond,idée,0.397
fond,bel,0.356
fond,répondre,0.4
fond,mot,0.426
fond,mal,0.359
fond,éprouver,0.354
fond,ajouter,0.401
fond,cacher,0.422
fond,amour,0.39
fond,odette,0.472
fond,forcheville,0.382
face,tourner,0.359
face,rappeler,0.364
face,côté,0.362
face,finir,0.352
face,parent,0.375
face,mme,0.353
face,jouer,0.35
face,coin,0.413
face,air,0.429
face,aimer,0.368
face,montrer,0.368
face,cœur,0.356
face,habitude,0.365
face,heureux,0.355
face,autrefoi,0.364
face,comprendre,0.374
face,continuer,0.365
face,rencontrer,0.393
face,paraître,0.38
face,penser,0.438
face,salon,0.471
face,père,0.393
face,table,0.361
face,empêcher,0.427
face,visage,0.352
face,doute,0.367
face,permettre,0.362
face,recevoir,0.384
face,visite,0.356
face,reconnaître,0.354
face,jeune,0.354
face,ami,0.378
face,joie,0.361
face,idée,0.352
face,dame,0.367
face,répondre,0.368
face,inviter,0.36
face,appeler,0.352
face,mot,0.392
face,mal,0.36
face,ajouter,0.379
face,cacher,0.352
face,soirée,0.364
face,phras,0.361
face,verdurin,0.368
face,odette,0.446
face,forcheville,0.392
tourner,lever,0.371
tourner,jouer,0.35
tourner,coin,0.359
tourner,air,0.384
tourner,aimer,0.383
tourner,cœur,0.383
tourner,habitude,0.364
tourner,heureux,0.356
tourner,suite,0.357
tourner,comprendre,0.379
tourner,continuer,0.366
tourner,rencontrer,0.364
tourner,penser,0.416
tourner,besoin,0.373
tourner,peur,0.364
tourner,mouvement,0.404
tourner,empêcher,0.397
tourner,visage,0.399
tourner,permettre,0.354
tourner,revenir,0.362
tourner,œil,0.371
tourner,répondre,0.403
tourner,insignifiant,0.36
tourner,mot,0.391
tourner,opposer,0.358
tourner,écrire,0.371
tourner,signe,0.36
tourner,ville,0.355
tourner,clocher,0.355
tourner,sortie,0.388
tourner,odette,0.376
tourner,odett,0.402
présenter,imaginer,0.354
présenter,mémoire,0.362
présenter,rappeler,0.456
présenter,finir,0.351
présenter,fidèle,0.408
présenter,parent,0.438
présenter,mme,0.496
présenter,jouer,0.42
présenter,air,0.435
présenter,sorte,0.355
présenter,aimer,0.434
présenter,montrer,0.375
présenter,contraire,0.387
présenter,cœur,0.407
présenter,habitude,0.362
présenter,heureux,0.391
présenter,personne,0.438
présenter,nom,0.497
présenter,comprendre,0.434
présenter,continuer,0.392
présenter,rencontrer,0.463
présenter,rendre,0.377
présenter,causer,0.361
présenter,penser,0.479
présenter,père,0.415
présenter,désir,0.363
présenter,empêcher,0.369
présenter,mari,0.414
présenter,famille,0.468
présenter,sourire,0.363
présenter,visage,0.362
présenter,doute,0.376
présenter,permettre,0.38
présenter,amener,0.372
présenter,souhaiter,0.354
présenter,recevoir,0.388
présenter,garder,0.359
présenter,jeune,0.399
présenter,ami,0.552
présenter,vieux,0.384
présenter,revenir,0.392
présenter,joie,0.389
présenter,prononcer,0.383
présenter,vivre,0.371
présenter,jockey,0.368
présenter,préférer,0.357
présenter,tenir,0.462
présenter,idée,0.363
présenter,relation,0.403
présenter,monsieur,0.407
présenter,remarquer,0.441
présenter,princesse,0.378
présenter,répondre,0.463
présenter,appeler,0.431
présenter,charmant,0.365
présenter,mot,0.419
présenter,éprouver,0.38
présenter,écrier,0.423
présenter,répondit,0.449
présenter,peintre,0.381
présenter,amour,0.385
présenter,camarade,0.358
présenter,occasion,0.354
présenter,soirée,0.414
présenter,gentil,0.389
présenter,plaire,0.411
présenter,verdurin,0.462
présenter,pianiste,0.377
présenter,cottard,0.426
présenter,crécy,0.401
présenter,odette,0.525
présenter,saniette,0.411
présenter,forcheville,0.486
présenter,brichot,0.386
présenter,laume,0.357
pièce,air,0.393
pièce,penser,0.368
pièce,rire,0.36
pièce,visite,0.356
pièce,répondre,0.37
pièce,mot,0.396
pièce,odette,0.368
rappeler,étonner,0.352
rappeler,apparaître,0.367
rappeler,éloigner,0.357
rappeler,bonheur,0.385
rappeler,souffrir,0.376
rappeler,imaginer,0.359
rappeler,image,0.46
rappeler,mémoire,0.404
rappeler,côté,0.415
rappeler,finir,0.465
rappeler,mort,0.424
rappeler,fidèle,0.389
rappeler,parent,0.499
rappeler,représenter,0.398
rappeler,revoir,0.397
rappeler,mme,0.467
rappeler,promenade,0.422
rappeler,jouer,0.474
rappeler,long,0.444
rappeler,air,0.54
rappeler,sorte,0.433
rappeler,aimer,0.54
rappeler,montrer,0.422
rappeler,réserver,0.356
rappeler,contraire,0.439
rappeler,cœur,0.475
rappeler,habitude,0.472
rappeler,heureux,0.477
rappeler,présence,0.399
rappeler,suite,0.451
rappeler,autrefoi,0.428
rappeler,personne,0.422
rappeler,raconter,0.368
rappeler,fin,0.408
rappeler,tristesse,0.379
rappeler,rêver,0.376
rappeler,nom,0.495
rappeler,voix,0.357
rappeler,comprendre,0.494
rappeler,continuer,0.4
rappeler,rencontrer,0.538
rappeler,rendre,0.414
rappeler,paraître,0.414
rappeler,ancien,0.364
rappeler,causer,0.426
rappeler,attention,0.392
rappeler,penser,0.595
rappeler,besoin,0.429
rappeler,père,0.48
rappeler,envoyer,0.474
rappeler,mouvement,0.359
rappeler,âme,0.353
rappeler,désir,0.442
rappeler,ramener,0.368
rappeler,table,0.418
rappeler,empêcher,0.424
rappeler,mari,0.417
rappeler,apporter,0.358
rappeler,famille,0.451
rappeler,tendresse,0.385
rappeler,cas,0.367
rappeler,souffrance,0.414
rappeler,regard,0.408
rappeler,sourire,0.432
rappeler,visage,0.474
rappeler,avance,0.366
rappeler,essayer,0.362
rappeler,considérer,0.385
rappeler,rire,0.368
rappeler,doute,0.459
rappeler,permettre,0.474
rappeler,embrasser,0.367
rappeler,annoncer,0.387
rappeler,souhaiter,0.412
rappeler,tâcher,0.384
rappeler,perdre,0.422
rappeler,voisin,0.361
rappeler,mauvais,0.375
rappeler,mariage,0.362
rappeler,recevoir,0.466
rappeler,visite,0.443
rappeler,naturel,0.37
rappeler,prétexte,0.382
rappeler,reconnaître,0.451
rappeler,garder,0.393
rappeler,jeune,0.415
rappeler,ami,0.507
rappeler,an,0.449
rappeler,posséder,0.376
rappeler,mourir,0.371
rappeler,revenir,0.49
rappeler,joie,0.415
rappeler,phrase,0.359
rappeler,propos,0.382
rappeler,vivre,0.449
rappeler,préférer,0.361
rappeler,tenir,0.467
rappeler,idée,0.457
rappeler,relation,0.398
rappeler,simple,0.386
rappeler,sœur,0.364
rappeler,amuser,0.354
rappeler,vrai,0.382
rappeler,monsieur,0.41
rappeler,remarquer,0.457
rappeler,juger,0.362
rappeler,manquer,0.355
rappeler,bel,0.355
rappeler,princesse,0.449
rappeler,répondre,0.5
rappeler,œuvre,0.373
rappeler,inviter,0.458
rappeler,pût,0.354
rappeler,lettre,0.391
rappeler,enfant,0.375
rappeler,époque,0.369
rappeler,appeler,0.461
rappeler,part,0.366
rappeler,oncle,0.425
rappeler,sens,0.377
rappeler,renoncer,0.377
rappeler,veille,0.366
rappeler,mot,0.509
rappeler,goût,0.373
rappeler,mal,0.413
rappeler,nécessaire,0.356
rappeler,décider,0.38
rappeler,approcher,0.377
rappeler,éprouver,0.409
rappeler,intéressant,0.367
rappeler,vinteuil,0.354
rappeler,écrier,0.38
rappeler,ajouter,0.395
rappeler,écrire,0.429
rappeler,répondit,0.379
rappeler,manière,0.36
rappeler,promettre,0.379
rappeler,peintre,0.404
rappeler,chagrin,0.353
rappeler,ressentir,0.355
rappeler,théâtre,0.381
rappeler,déranger,0.374
rappeler,signe,0.371
rappeler,cacher,0.39
rappeler,amour,0.478
rappeler,lendemain,0.415
rappeler,amie,0.445
rappeler,fête,0.397
rappeler,maîtresse,0.367
rappeler,douleur,0.368
rappeler,ville,0.41
rappeler,admirer,0.364
rappeler,parole,0.402
rappeler,exister,0.356
rappeler,prêt,0.391
rappeler,affection,0.364
rappeler,soirée,0.494
rappeler,songer,0.396
rappeler,journée,0.419
rappeler,course,0.353
rappeler,gentil,0.387
rappeler,compter,0.401
rappeler,docteur,0.396
rappeler,guermantes,0.406
rappeler,plaire,0.43
rappeler,legrandin,0.364
rappeler,verdurin,0.476
rappeler,cottard,0.405
rappeler,crécy,0.391
rappeler,odette,0.61
rappeler,odett,0.359
rappeler,forcheville,0.507
rappeler,laume,0.369
côté,finir,0.376
côté,mort,0.374
côté,parent,0.438
côté,mme,0.357
côté,promenade,0.583
côté,long,0.447
côté,air,0.423
côté,sorte,0.356
côté,aimer,0.422
côté,montrer,0.353
côté,réserver,0.381
côté,habitude,0.42
côté,heureux,0.363
côté,autrefoi,0.385
côté,balbec,0.362
côté,nom,0.391
côté,comprendre,0.37
côté,rencontrer,0.4
côté,penser,0.472
côté,père,0.414
côté,envoyer,0.421
côté,vent,0.354
côté,désir,0.376
côté,empêcher,0.357
côté,doute,0.399
côté,permettre,0.42
côté,cours,0.38
côté,embrasser,0.369
côté,recevoir,0.386
côté,visite,0.38
côté,lier,0.357
côté,ami,0.417
côté,promener,0.426
côté,revenir,0.427
côté,joie,0.359
côté,vivre,0.359
côté,tenir,0.364
côté,remarquer,0.362
côté,dame,0.45
côté,répondre,0.439
côté,appeler,0.382
côté,oncle,0.367
côté,mot,0.398
côté,expression,0.365
côté,signe,0.382
côté,amie,0.369
côté,vivonne,0.399
côté,lieue,0.378
côté,cousin,0.406
côté,guermantes,0.615
côté,méséglise,0.576
côté,duchesse,0.434
côté,marcher,0.353
côté,rescousse,0.393
côté,piège,0.356
côté,affaire,0.382
côté,inconnaissable,0.432
côté,demain,0.422
côté,exposé,0.464
côté,odette,0.447
côté,trot,0.403
côté,forcheville,0.391
finir,inconnu,0.368
finir,souffrir,0.376
finir,goûter,0.351
finir,image,0.362
finir,mort,0.388
finir,parent,0.496
finir,représenter,0.38
finir,mme,0.392
finir,mener,0.357
finir,jouer,0.451
finir,long,0.376
finir,air,0.48
finir,sorte,0.422
finir,aimer,0.516
finir,montrer,0.371
finir,contraire,0.4
finir,cœur,0.442
finir,habitude,0.457
finir,semaine,0.36
finir,heureux,0.492
finir,présence,0.36
finir,suite,0.442
finir,autrefoi,0.441
finir,personne,0.414
finir,raconter,0.356
finir,fin,0.426
finir,nom,0.447
finir,comprendre,0.468
finir,continuer,0.402
finir,rencontrer,0.483
finir,rendre,0.409
finir,paraître,0.39
finir,causer,0.436
finir,penser,0.554
finir,triste,0.367
finir,besoin,0.454
finir,père,0.441
finir,envoyer,0.459
finir,désir,0.466
finir,table,0.361
finir,empêcher,0.455
finir,apporter,0.366
finir,famille,0.381
finir,cas,0.374
finir,souffrance,0.36
finir,sourire,0.384
finir,visage,0.424
finir,doute,0.484
finir,permettre,0.471
finir,embrasser,0.369
finir,tâcher,0.402
finir,recevoir,0.484
finir,visite,0.418
finir,reconnaître,0.387
finir,garder,0.358
finir,ami,0.486
finir,an,0.39
finir,revenir,0.442
finir,joie,0.438
finir,phrase,0.358
finir,propos,0.379
finir,vivre,0.46
finir,mondain,0.362
finir,tenir,0.4
finir,idée,0.407
finir,simple,0.352
finir,intérêt,0.372
finir,supposer,0.364
finir,vrai,0.358
finir,monsieur,0.369
finir,remarquer,0.385
finir,manquer,0.377
finir,princesse,0.353
finir,répondre,0.472
finir,inviter,0.409
finir,lettre,0.366
finir,époque,0.375
finir,appeler,0.409
finir,déjeuner,0.374
finir,oncle,0.363
finir,mot,0.486
finir,goût,0.394
finir,mal,0.409
finir,adresser,0.354
finir,approcher,0.401
finir,éprouver,0.449
finir,vinteuil,0.365
finir,écrire,0.401
finir,agréable,0.379
finir,promettre,0.391
finir,répéter,0.377
finir,théâtre,0.36
finir,signe,0.358
finir,cacher,0.359
finir,amour,0.478
finir,lendemain,0.372
finir,amie,0.436
finir,parole,0.406
finir,espérer,0.365
finir,soirée,0.457
finir,journée,0.379
finir,course,0.355
finir,exiger,0.376
finir,verdurin,0.366
finir,odette,0.554
finir,odett,0.353
finir,forcheville,0.456
mort,parent,0.404
mort,promenade,0.385
mort,long,0.364
mort,air,0.395
mort,sorte,0.375
mort,aimer,0.39
mort,cœur,0.376
mort,habitude,0.363
mort,heureux,0.376
mort,autrefoi,0.359
mort,nom,0.35
mort,comprendre,0.362
mort,rencontrer,0.384
mort,paraître,0.378
mort,causer,0.371
mort,penser,0.492
mort,besoin,0.38
mort,père,0.401
mort,envoyer,0.364
mort,désir,0.377
mort,famille,0.357
mort,considérer,0.372
mort,doute,0.354
mort,recevoir,0.386
mort,visite,0.448
mort,ami,0.353
mort,vivre,0.415
mort,tenir,0.373
mort,idée,0.392
mort,répondre,0.401
mort,époque,0.36
mort,appeler,0.371
mort,mot,0.379
mort,goût,0.362
mort,mal,0.387
mort,éprouver,0.351
mort,cacher,0.357
mort,amour,0.445
mort,parole,0.363
mort,odette,0.446
fidèle,parent,0.368
fidèle,mme,0.449
fidèle,jouer,0.364
fidèle,air,0.422
fidèle,aimer,0.424
fidèle,montrer,0.352
fidèle,contraire,0.361
fidèle,cœur,0.383
fidèle,habitude,0.37
fidèle,heureux,0.377
fidèle,nom,0.369
fidèle,comprendre,0.377
fidèle,rencontrer,0.436
fidèle,causer,0.377
fidèle,penser,0.462
fidèle,père,0.381
fidèle,mari,0.37
fidèle,doute,0.412
fidèle,permettre,0.35
fidèle,visite,0.357
fidèle,jeune,0.357
fidèle,ami,0.452
fidèle,revenir,0.37
fidèle,propos,0.366
fidèle,tenir,0.36
fidèle,idée,0.368
fidèle,remarquer,0.372
fidèle,juger,0.352
fidèle,manquer,0.361
fidèle,répondre,0.412
fidèle,inviter,0.402
fidèle,connaissance,0.352
fidèle,appeler,0.358
fidèle,charmant,0.352
fidèle,mot,0.409
fidèle,goût,0.362
fidèle,mal,0.367
fidèle,éprouver,0.354
fidèle,inspirer,0.351
fidèle,peintre,0.402
fidèle,amour,0.421
fidèle,amie,0.356
fidèle,soirée,0.363
fidèle,plaire,0.369
fidèle,plaisanterie,0.357
fidèle,verdurin,0.401
fidèle,cottard,0.402
fidèle,odette,0.488
fidèle,saniette,0.36
fidèle,forcheville,0.484
parent,existence,0.399
parent,campagne,0.356
parent,prochain,0.381
parent,étranger,0.367
parent,inconnu,0.419
parent,bonheur,0.381
parent,goûter,0.354
parent,imaginer,0.4
parent,offrir,0.373
parent,propre,0.36
parent,image,0.377
parent,mémoire,0.362
parent,deviner,0.387
parent,représenter,0.407
parent,revoir,0.446
parent,mme,0.427
parent,promenade,0.39
parent,tansonville,0.412
parent,jouer,0.448
parent,courir,0.357
parent,habiter,0.364
parent,long,0.379
parent,air,0.573
parent,sorte,0.449
parent,aimer,0.575
parent,montrer,0.426
parent,contraire,0.429
parent,cœur,0.464
